0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.11413755435749715,1.4370728188430772,0.9607689228305228,1.0176558404830247,-1.07532982466122,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.695517396642258,0.49848656439470956,-1.0408329997330665,-0.982650479876729,0.9299472376440853,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.5783781490656092,-0.04019577613479872,0.9607689228305228,1.0176558404830247,0.9299472376440853,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.0572549214089926,-0.4353664312077944,0.9607689228305228,1.0176558404830247,-1.07532982466122,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.0572549214089926,-1.3767812455345174,0.9607689228305228,-0.982650479876729,0.9299472376440853,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.4026692777006358,-0.860242729034144,0.9607689228305228,1.0176558404830247,-1.07532982466122,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.9341122873940398,1.5541109334648389,-1.0408329997330665,-0.982650479876729,-1.07532982466122,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.8229764262556946,0.8749805778119325,-1.0408329997330665,1.0176558404830247,-1.07532982466122,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.1098211587590134,-1.0637970406777677,0.9607689228305228,1.0176558404830247,0.9299472376440853,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0030016932191518127,0.6616055251116031,0.9607689228305228,1.0176558404830247,0.9299472376440853,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2855300301239867,1.3926106319209,-1.0408329997330665,-0.982650479876729,-1.07532982466122,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.46555529708744403,-1.1011217521046257,-1.0408329997330665,-0.982650479876729,0.9299472376440853,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9926819111823644,0.7131351998603572,-1.0408329997330665,-0.982650479876729,0.9299472376440853,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.3440996539123113,-0.016904014611786995,0.9607689228305228,-0.982650479876729,-1.07532982466122,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.41298905973742317,0.9766483247211997,-1.0408329997330665,1.0176558404830247,0.9299472376440853,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.1098211587590134,-0.3041995147978323,0.9607689228305228,-0.982650479876729,0.9299472376440853,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3484160495107951,0.37647569473478604,-1.0408329997330665,1.0176558404830247,0.9299472376440853,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.582694544664093,0.6888140294532628,-1.0408329997330665,1.0176558404830247,0.9299472376440853,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.350103040350615,-1.4843437112250684,-1.0408329997330665,-0.982650479876729,-1.07532982466122,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3484160495107951,1.1750618786817837,-1.0408329997330665,-0.982650479876729,-1.07532982466122,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.881546050044019,0.17229749071095354,-1.0408329997330665,-0.982650479876729,0.9299472376440853,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0512515349706888,-0.7371864846177921,0.9607689228305228,1.0176558404830247,0.9299472376440853,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.5258119117155884,0.18959607691302502,0.9607689228305228,-0.982650479876729,0.9299472376440853,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.6429511592922372,-1.285183089053831,0.9607689228305228,-0.982650479876729,-1.07532982466122,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
